Casing_pressure,Tubing_pressure,Gas_production,Water_production,Water_gas_ratio,PI
5.39,4.46,4.13,4,0.97,0
3.32,4.48,3.93,4,1.02,0
5.67,5.42,3.87,5,1.29,0
5.38,4.54,4.24,5,1.18,0
5.62,5.2,4.35,5,1.15,0
5.29,4.41,4.35,6,1.38,0
5.2,4.37,4.74,6,1.27,0
6.07,5.07,4.75,5,1.05,0
6.35,3.32,3.68,7,1.9,0
7.99,2.62,5.2,53,10.19,0
8.24,3.17,2.76,80,28.97,0
8.5,3.23,4.49,85,18.92,0
8.78,3.4,1.42,17,12,0
8.98,3.37,1.5,5,3.33,0
9.05,3.27,0.87,5,5.75,0
9.19,3.25,1.61,5,3.11,0
9.27,3.22,1.69,6,3.55,1
7.94,4.09,3.06,48,15.68,0
7.81,4.6,4.71,45,9.55,0
6.73,4.18,4.03,44,10.92,0
10.36,6.16,3.93,15,3.82,0
8.75,3.07,1.67,2,1.19,0
9.13,2.22,0.82,1,1.22,0
10.63,2.13,2.1,20,9.52,0
10.57,3.1,3.21,65,20.28,0
10.3,3.19,3.48,62,17.83,0
10.91,2.19,3.43,7,2.04,0
7.49,2.87,3.4,68,20.02,0
9.96,2.1,3.16,62,19.63,0
9.22,2.53,3.01,70,23.27,0
8.97,3.62,4,76,18.99,0
5.85,4.05,1.01,2,1.99,0
4.64,4.73,0.68,1,1.46,0
11.28,3.46,0.7,1,1.42,0
10.16,2.64,4.11,65,15.83,0
11.08,2.37,0.75,1,1.33,0
8.95,2.94,3.31,55,16.59,0
10.24,2.57,3.71,62,16.7,0
8.66,3.12,3.95,68,17.23,0
8.35,3.13,4.01,71,17.72,0
7.84,2.5,2.22,45,20.29,0
7.94,3.05,4.22,75,17.79,0
7.92,3.03,3.92,73,18.63,0
8.61,2.65,2.58,48,18.63,0
8.41,2.95,4.18,82,19.63,0
7.78,3.04,4.83,84,17.38,0
9.22,2.63,1.42,32,22.57,0
7.81,3.21,4.67,85,18.19,0
7.53,3.17,4.66,83,17.81,0
7.31,3.08,4.83,85,17.59,0
7.23,3.12,4.67,83,17.76,0
7.08,3.08,4.57,81,17.71,0
7.06,3.28,4.15,74,17.82,0
7.15,3.62,4.05,50,12.34,0
7.01,3.54,4.15,46,11.08,0
6.92,3.56,4.8,20,4.17,0
6.87,3.6,4.7,26,5.53,0
6.61,3.3,4.8,26,5.42,0
6.51,3.2,4.85,28,5.77,0
7.7,3.3,1.85,9,4.87,0
6.51,3.16,5.62,35,6.22,0
6.33,3.11,3.41,26,7.62,0
6.35,3.22,3.4,26,7.65,0
6.23,3.19,4.1,27,6.58,0
6.27,3.29,4.03,27,6.7,0
6.06,3.04,4.21,24,5.69,0
6.04,3.16,4.31,21,4.87,0
5.93,3.25,4.35,21,4.82,0
5.85,3.02,4.25,30,7.06,0
7.51,4.8,2.07,20,9.68,10
7.71,4.1,5.77,30,5.2,0
6.51,3.41,5.58,15,2.69,0
6.03,3.03,5.71,12,2.1,0
5.84,3.01,4.65,18,3.87,0
5.92,3.39,3.65,13,3.56,0
5.69,3.11,4.46,20,4.48,0
5.51,2.82,4.4,20,4.54,0
5.42,2.91,4.2,15,3.57,0
5.43,3.12,4,12,3,0
5.31,3.18,3.95,11,2.78,0
5.19,2.92,4.15,13,3.13,0
5.18,3.12,4.13,11,2.66,0
5.12,3.13,4.03,12,2.98,0
5.06,3.12,4.06,11,2.71,0
4.98,3.16,4.02,12,2.98,0
4.92,3.04,4.12,11,2.67,0
4.84,2.86,4.13,11,2.66,0
4.85,3.1,4.18,11,2.63,0
4.8,3.12,4.23,11,2.6,0
4.84,3.18,4.25,12,2.82,0
5.69,4.55,2.95,6,2.03,0
5.02,3.32,3.23,10,3.09,0
4.78,2.96,4.15,10,2.41,0
4.83,3.45,4.05,10,2.47,0
4.77,3.33,4.18,13,3.11,0
4.74,3.44,4.26,13,3.05,0
4.71,3.42,4.13,13,3.15,0
4.65,3.27,4.14,13,3.14,0
4.65,3.43,4.02,9,2.24,0
4.6,2.96,4.01,10,2.5,0
4.6,3.35,4.15,10,2.41,0
4.55,3.09,3.41,11,3.23,0
4.58,3.43,3.52,10,2.84,0
4.51,3.28,3.96,9,2.28,0
4.5,3.42,4.09,8,1.96,0
4.51,3.44,4.11,7,1.7,0
4.47,3.01,4.06,8,1.97,0
4.45,3.31,4.01,8,1.99,0
4.35,3.01,4.09,9,2.2,0
4.29,2.95,3.57,8,2.24,0
4.28,2.99,5.05,9,1.78,0
4.19,2.79,5.48,8,1.46,0
4.19,2.82,5.38,9,1.67,0
4.18,2.9,5.22,8,1.53,0
4.18,2.9,5.26,8,1.52,0
4.15,2.88,5.36,9,1.68,0
4.1,2.82,5.36,9,1.68,0
4.15,2.86,5.09,9,1.77,0
4.07,2.83,5.39,8,1.48,0
4.08,2.88,5.26,8,1.52,0
4.04,2.79,5.29,8,1.51,0
4.03,2.8,5.3,9,1.7,0
4.01,2.73,5.19,9,1.73,0
3.98,2.8,5.31,8,1.51,0
4,2.83,5.12,9,1.76,0
3.95,2.71,5.22,9,1.72,0
3.95,2.81,5.09,8,1.57,0
3.93,2.78,5.2,9,1.73,0
3.92,2.75,5.15,8,1.55,0
3.85,2.65,5.21,8,1.53,0
3.88,2.82,5.13,8,1.56,0
3.86,2.77,5.13,9,1.75,0
3.84,2.61,4.71,10,2.13,0
3.84,2.65,4.61,7,1.52,0
3.92,2.96,4.01,6,1.5,0
4.32,4.47,4.01,6,1.5,0
5.17,5.26,0.2,0,0,0
4.29,3.06,4.24,5,1.18,0
4.14,3.15,4.42,4,0.9,0
4.06,3.53,4.2,6,1.43,0
4.01,3.04,4,6,1.5,0
4.01,3.31,4.01,5,1.25,0
3.98,2.95,3.91,5,1.28,0
3.93,2.87,3.98,5,1.26,0
4.97,5.11,2.33,3,1.29,0
4.04,2.86,4.33,6,1.39,0
3.91,2.78,4.27,5,1.17,0
3.97,3.15,4.17,5,1.2,0
3.97,3.14,4.08,5,1.23,0
3.93,3.11,3.99,4,1,0
3.92,3.12,3.98,5,1.26,0
3.89,2.98,3.87,4,1.03,0
3.88,2.91,3.87,4,1.03,0
3.87,3.07,3.84,3,0.78,0
3.84,3.05,3.7,3,0.81,0
3.98,3.2,2.95,2,0.68,0
3.89,3.11,3.72,3,0.81,0
3.85,2.98,3.66,3,0.82,0
3.84,3.03,3.6,3,0.83,0
3.81,2.96,3.6,3,0.83,0
3.81,2.98,3.61,3,0.83,0
3.79,2.99,3.68,3,0.81,0
3.78,3.01,4.43,6,1.36,0
3.81,3.06,4.21,6,1.42,0
3.77,2.99,4.29,6,1.4,0
3.75,3.02,4.3,6,1.39,0
3.71,3.03,4.3,6,1.39,0
3.73,3.03,4.4,6,1.36,0
3.72,3.02,4.36,6,1.38,0
4.63,5.33,4.4,7,1.59,0
4,3.39,4,6,1.5,0
3.86,3.13,4.7,6,1.28,0
3.77,3.04,4.8,7,1.46,0
3.83,3.12,4.3,7,1.63,0
3.78,3.07,4.4,6,1.36,0
3.75,2.96,4.3,6,1.4,0
3.7,2.93,4.3,6,1.4,0
3.68,2.93,4.3,6,1.4,0
3.67,2.95,4.3,6,1.4,0
3.64,2.88,4.3,6,1.4,0
3.67,3.07,4.3,6,1.4,0
3.66,2.96,4.3,6,1.4,0
3.74,3.28,4.3,6,1.4,0
3.67,3.05,4.3,6,1.4,0
3.7,2.86,4.3,6,1.4,0
3.7,3,4.3,6,1.4,0
3.67,3.01,4.3,6,1.4,0
3.62,2.97,4.3,6,1.4,0
3.66,3.09,4.3,6,1.4,0
3.62,2.78,4.3,6,1.4,0
3.62,3.01,4.3,6,1.4,0
3.64,2.98,4.3,6,1.4,0
3.6,2.97,3.59,3,0.84,0
3.59,2.99,3.19,3,0.94,0
3.6,2.95,3.18,3,0.94,0
3.56,2.96,3.15,3,0.95,0
3.56,2.96,3.13,3,0.96,0
3.55,2.86,3.11,3,0.96,0
3.55,2.86,3.05,3,0.98,0
3.56,2.73,3.03,3,0.99,0
3.56,2.99,3.02,3,0.99,0
3.54,2.92,3.01,2,0.66,0
3.53,2.8,3.01,2,0.67,0
3.54,2.86,3,2,0.67,0
3.73,3.83,3.002,2,0.67,1
4.33,3.48,2.2,1,0.45,0
4.46,2.82,2.5,1,0.4,0
4.57,2.6,0.5,0,0,0
4.74,3.15,2.5,1,0.4,0
4.89,2.78,0.2,0,0,0
4.41,3.31,4.3,5,1.16,0
4.28,3.28,2.8,4,1.43,0
3.94,2.88,4.45,4,0.9,0
3.76,2.61,4.35,4,0.92,0
4.76,4.93,2.85,3,1.05,0
4.9,2.5,0.35,1,2.86,0
4.33,3.26,5.25,7,1.33,0
4.63,4.72,3.85,5,1.3,0
4.1,3.07,4.35,5,1.15,0
3.94,2.76,4.34,5,1.15,0
3.9,3.16,4.2729,5,1.17,0
3.97,3.12,3,6,2,0
3.79,2.69,3.5,6,1.71,0
3.72,2.69,3.5,5,1.43,0
3.68,2.56,3.5,5,1.43,0
3.7,2.81,3.5,5,1.43,0
3.66,2.68,3.5,5,1.43,0
3.63,2.73,3.5,5,1.43,0
3.6,2.69,3.5,5,1.43,0
4.01,3.05,3.5,5,1.43,0
3.84,3.29,3.5,5,1.43,0
4.35,3,3.5,5,1.43,0
4.58,2.69,3,5,1.67,0
4.81,2.97,3.1,5,1.61,0
4.97,2.45,3.7,5,1.35,0
5.1,2.79,3.3,5,1.52,0
5.26,2.45,3.4,5,1.47,0
5.38,2.45,3.2,6,1.88,0
5.49,2.33,3,5,1.67,0
5.58,2.33,2.5,5,2,0
5.64,2.3,2.99,5,1.67,0
5.69,2.29,2.8,4,1.43,0
5.72,2.26,2.2469,4,1.78,0
5.77,2.28,2.2116,3,1.36,0
5.81,2.26,2,3,1.5,0
5.84,2.24,2.58,3,1.16,0
5.88,2.22,2.51,3,1.2,0
5.91,2.18,2.4436,3,1.23,0
5.95,2.26,2.51,3,1.2,0
5.98,2.2,2.486,3,1.21,0
6.03,2.22,2.4,3,1.25,0
5.17,2.8,2.7685,5,1.81,0
4.81,2.74,4.0729,5,1.23,0
4.55,2.63,4.0529,3,0.74,0
4.42,3,3.85,3,0.78,0
4.31,3.25,4.1545,4,0.96,0
4.21,2.9,4.0545,4,0.99,0
4.08,2.83,3.863,4,1.04,0
4.03,3.04,3.963,3,0.76,0
3.95,2.79,4.002,3,0.75,0
3.9,2.63,5.032,2,0.4,0
3.78,2.7,4.002,2,0.5,0
3.81,2.63,3.952,2,0.51,0
3.73,2.58,3.922,2,0.51,0
3.71,2.84,3.922,2,0.51,0
3.69,2.98,3.822,2,0.52,0
3.76,3.02,3.722,2,0.54,0
3.57,2.55,3.752,2,0.53,0
3.57,2.65,3.712,2,0.54,0
3.57,2.87,3.612,2,0.55,0
3.66,2.89,3.472,2,0.58,0
3.58,2.89,3.452,2,0.58,0
5.01,5.26,0.652,0,0.77,2
4.01,3.47,4.105,6,1.46,0
3.83,3.12,4.085,4,0.98,0
3.76,3.16,3.885,3,0.77,0
3.6,2.64,3.895,2,0.51,0
3.63,2.94,3.575,2,0.56,0
3.58,2.53,3.375,2,0.59,0
3.56,2.94,3.355,2,0.6,0
3.53,2.7,3.305,2,0.61,0
3.47,2.91,3.5,5,1.43,0
3.47,2.75,4,5,1.25,0
3.47,2.9,4.1,5,1.22,0
3.43,2.54,4,5,1.25,0
2.9,2.96,4.2,5,1.19,0
3.81,3.91,4,4,1,0
3.47,2.74,3.9,4,1.03,0
3.37,2.64,4,4,1,0
3.33,2.51,4,5,1.25,0
11.5,6.5,5.84,74,12.67,0
10.8,6.2,5.47,75,13.71,0
10.4,6,6.03,70,11.61,0
10,6,7.15,56,7.83,0
9.8,6,7.13,42,5.89,0
9.7,6,6.51,38,5.84,0
9.5,6,7.66,63,8.22,0
9.3,5.8,8.31,36,4.33,0
9.2,5.8,8.19,30,3.66,0
9,6,8.16,28,3.43,0
9,6,8.4,24,2.86,0
9.7,5.9,8.86,20,2.26,3
10.8,7.6,6.35,13,2.05,0
10.5,8.4,11.22,21,1.87,0
10.5,8.1,8.99,18,2,0
10.3,8.2,8.02,16,2,0
10.2,7.6,7.04,14,1.99,0
9.9,7,10.16,12,1.18,0
10,7.5,9.64,11,1.14,0
10,7.5,8.95,12,1.34,0
10.1,8.1,7.41,13,1.75,0
14.9,8.2,7.97,10,1.25,0
10,8,8.33,8,0.96,0
10.1,8,7.13,6,0.84,0
10,7.9,8.42,9,1.07,0
9.8,8,8.65,10,1.16,0
10.01,8,8.75,11,1.26,0
9.5,6.24,8.23,13,1.58,0
9.54,7.02,7.1,13,1.83,0
9.5,7.8,7.92,14,1.77,0
9.3,7.9,7.77,16,2.06,0
9.61,7.32,5.69,15,2.64,0
9.36,7.6,7.29,13,1.78,0
9.63,7.39,6.33,11,1.74,0
9.64,7.56,6.7,10,1.49,0
9.66,7.64,5.41,12,2.22,0
9.62,7.2,6.82,11,1.61,0
9.62,7.7,6.02,14,2.33,0
9.1,5.8,6.97,15,2.15,0
8.94,5.72,7.05,2,0.28,0
8.39,7.52,6.04,7,1.16,0
9.26,7.32,5.36,11,2.05,0
9.34,7.52,5.04,9,1.79,1
9.48,6.48,8.29,8,0.97,1
9.31,7.27,9.5,9,0.95,0
8.95,5.66,9.51,9,0.95,0
8.87,6.79,9.4,9,0.96,0
8.81,6.18,9.2,15,1.63,0
8.67,5.76,10.18,15,1.47,0
8.66,6.11,9.73,14,1.44,0
7.68,5.83,9.33,15,1.61,0
7.82,6.31,7.37,14,1.9,0
6.65,6.3,7.13,13,1.82,0
7.48,5.85,7.2,14,1.94,0
8.38,5.89,7.54,13,1.72,0
8.35,5.76,6.04,12,1.99,0
8.19,8.94,5.84,8,1.37,0
8.67,5.93,10.38,14,1.35,0
8.41,5.85,7.52,13,1.73,0
8.36,5.95,7.19,12,1.67,0
8.32,6.12,7.26,13,1.79,0
8.31,6.24,8.01,13,1.62,0
8.34,6.27,8.74,12,1.37,0
8.32,6.34,7.82,13,1.66,0
8.19,6.03,8.02,11,1.37,0
8.19,6.03,8.03,10,1.25,0
8.14,6.06,8.07,10,1.24,0
8.07,5.87,7.19,11,1.53,0
8.02,5.75,7.07,10,1.41,0
7.5,6.02,8.13,10,1.23,0
7.93,5.7,7.08,10,1.41,0
7.95,5.95,7.5,10,1.33,0
7.47,5.69,7.1,11,1.55,0
7.47,5.87,7.09,11,1.55,0
7.7,5.74,7.08,11,1.55,0
7.79,5.63,7.11,12,1.69,0
7.74,5.6,7.92,12,1.52,0
7.75,5.64,6.5,12,1.85,0
7.71,5.28,6.99,11,1.57,0
7.02,6.25,6.9,14,2.03,0
8.01,6.36,6.91,13,1.88,0
7.97,6.26,7,14,2,0
7.8,6.19,8.35,11,1.32,0
7.85,5.04,7.65,10,1.31,0
7.76,5.79,7.1,12,1.69,0
7.71,5.71,7.16,11,1.54,0
7.71,5.84,6.94,10,1.44,0
7.93,6.62,5.58,11,1.97,0
8,6.65,4.38,10,2.28,0
7.99,6.57,4.41,9,2.04,0
7.94,6.26,6.39,9,1.41,0
7.76,6.02,5.12,8,1.56,0
7.78,6.11,6.85,9,1.31,0
7.73,6.02,6.3,7,1.11,0
7.68,5.64,6.61,8,1.21,0
7.82,5.91,7.76,11,1.42,0
7.93,6.66,5.81,6,1.03,0
7.65,5.77,8.07,9,1.12,0
8.32,6.3,6.65,7,1.05,0
7.76,5.92,8.21,10,1.22,0
7.89,6.61,7.33,7,0.95,0
7.91,6.49,5.91,6,1.02,0
7.8,6.14,7.05,7,0.99,0
7.65,5.87,8.65,8,0.92,0
8.39,5.49,5.59,6,1.07,0
7.63,5.42,8.39,8,0.95,0
7.73,5.92,7.78,7,0.9,0
7.9,5.41,6.38,7,1.1,0
7.5,5.7,9.08,7,0.77,0
7.51,5.59,7.95,8,1.01,0
7.58,5.59,6.07,8,1.32,0
8.24,5.94,5.45,7,1.28,0
7.61,5.81,7.73,8,1.03,0
7.81,6.42,5.15,6,1.17,0
7.57,5.84,6.85,17,2.48,0
7.52,5.78,6.4,16,2.5,0
8.24,5.75,6.1,8,1.31,0
7.63,5.74,6.29,17,2.7,0
7.5,5.68,6.09,14,2.3,0
7.43,5.51,7.36,13,1.77,0
7.43,5.51,6.7,6,0.9,0
7.57,5.66,5.83,14,2.4,0
7.6,5.97,6.98,7,1,0
8.06,6.25,6.79,8,1.18,0
7.58,5.81,6.13,17,2.77,0
7.83,6.2,5.63,7,1.24,0
7.44,5.71,5.87,7,1.19,0
7.34,5.28,4.03,6,1.49,0
7.29,5.37,4.16,7,1.68,0
7.28,5.55,4.11,5,1.22,0
7.27,5.7,5.67,8,1.41,0
7.22,5.63,5.1,6,1.18,0
7.26,5.79,4.32,6,1.39,0
7.22,5.68,4.56,5,1.1,0
7.21,5.76,4.45,5,1.12,0
7.2,5.72,5.56,5,0.9,0
7.16,5.61,5.69,8,1.41,0
7.1,5.38,5.01,6,1.2,0
7.05,5.38,6.53,5,0.77,0
7.04,5.32,5.81,5,0.86,0
7.01,5.4,6.98,5,0.72,0
7,5.45,6.45,4,0.62,0
6.96,5.49,5.81,5,0.86,0
6.88,5.09,6.75,5,0.74,0
6.81,4.95,5.19,5,0.96,0
6.83,5.53,6.77,5,0.74,0
6.82,5.29,5.36,5,0.93,0
6.83,5.32,5.14,5,0.97,0
6.74,5.48,5.62,6,1.07,0
6.77,4.77,4.6,6,1.3,0
6.81,5.23,6.79,8,1.18,0
6.63,5.49,5.32,7,1.32,0
6.54,5.11,5.61,6,1.07,0
6.61,5.2,5.93,6,1.01,0
6.64,5.44,6.17,7,1.13,0
6.61,5.36,5.51,5,0.91,0
6.63,5.02,6.06,5,0.83,0
6.41,4.94,6.54,5,0.76,0
6.4,4.97,6.07,5,0.82,0
6.54,5.17,7.02,6,0.85,0
6.41,5.09,6.02,5,0.83,0
6.43,5.21,6.07,6,0.99,0
6.37,5.01,6.03,5,0.83,0
6.4,4.99,5.86,5,0.85,0
6.39,4.8,5.7,5,0.88,0
6.39,4.77,6.57,5,0.76,0
6.42,4.84,7.13,6,0.84,0
6.33,4.5,6.04,5,0.83,0
6.31,4.52,5.7,5,0.88,0
6.28,4.51,6.07,5,0.82,0
6.27,4.54,6.05,5,0.83,0
6.33,4.74,6.95,6,0.86,0
6.3,4.72,5.89,5,0.85,0
6.32,4.68,5.67,5,0.88,0
6.31,4.76,6.95,3,0.43,0
6.34,4.97,4.95,3,0.61,0
6.32,4.93,5.71,3,0.53,0
6.33,4.94,4.54,3,0.66,0
6.44,5.15,5.28,5,0.95,0
6.52,5.25,5.21,5,0.96,0
6.38,4.96,4.64,5,1.08,1
6.55,5.08,4.14,2,0.48,2
6.59,5.52,5.52,5,0.91,2
6.74,5.24,3.06,3,0.98,0
6.73,5.35,3.64,3,0.82,0
6.64,5.24,4.24,4,0.94,0
6.56,5.17,4.68,5,1.07,0
6.51,5.11,4.7,5,1.06,0
6.46,5.06,5.7,5,0.88,0
6.44,5.03,4.72,4,0.85,0
6.47,5.05,4.72,4,0.85,0
6.37,4.99,4.74,5,1.05,0
6.44,5.43,4.72,4,0.85,0
6.94,5.91,4.35,4,0.92,0
7.2,5.97,2.74,2,0.73,0
7.37,4.93,2.76,2,0.72,0
7.41,4.92,2.54,2,0.79,0
6.98,5.33,5.35,6,1.12,0
6.74,5.22,6.26,6,0.96,0
6.01,5.2,6.02,5,0.83,0
6.57,5.25,4.03,5,1.24,0
6.57,5.26,4.53,4,0.88,0
6.53,5.26,6.28,5,0.8,0
6.54,5.34,5.76,4,0.69,0
6.53,5.32,4.64,4,0.86,0
6.97,5.26,3.67,4,1.09,0
7.2,5.27,2.38,3,1.26,1
7.28,5.03,3.68,2,0.54,0
7.3,5.32,1.24,2,1.61,0
7.2,5.1,1.3,1,0.77,0
7.33,5.34,3.52,2,0.57,0
7.22,5.46,5.19,5,0.96,0
6.84,5.08,5.86,5,0.85,0
6.69,5.09,5.05,5,0.99,0
6.6,5.02,4.91,5,1.02,0
6,5.28,4.83,4,0.83,0
6,5.28,4.93,5,1.01,0
6.44,4.89,4.8,5,1.04,0
6.42,5,4.35,5,1.15,0
6.38,4.94,5.41,4,0.74,0
6.5,5,4.75,4,0.84,0
6.7,5.01,5.9,5,0.85,0
6.29,5.01,5.43,4,0.74,0
6.29,5.06,5.03,4,0.8,0
6.28,5.03,4.04,3,0.74,0
6.27,5.09,3.82,3,0.79,0
6.28,5.08,3.84,3,0.78,0
6.33,5.12,4.41,5,1.13,0
5.45,5.25,4.57,3,0.66,0
6.36,5.17,4.61,3,0.65,0
6.75,5.02,3.06,3,0.98,2
6.81,5.96,4.85,4,0.82,0
6.69,5.79,5.02,4,0.8,0
6.79,6.31,1.92,1,0.52,0
6.72,5.84,3.47,3,0.86,0
7.01,5.91,5.44,5,0.92,0
6.97,6.01,5.47,5,0.91,0
7.28,6.04,3.68,5,1.36,0
7.47,6.09,3.56,3,0.84,0
7.5,6.14,3.84,3,0.78,0
7.5,6.23,1.41,2,1.42,0
7.63,5.99,1.41,2,1.42,0
7.65,5.95,1.31,2,1.53,0
7.67,6.2,1.32,2,1.52,0
7.69,6.4,1.35,2,1.48,0
7.71,6.25,1.23,1,0.81,0
7.73,6.31,1.46,2,1.37,0
7.82,5.01,4.8,4,0.83,0
7.81,4.97,4.45,4,0.9,0
7.42,5.71,6.23,6,0.96,0
7.03,5.18,5.6,5,0.89,0
6.93,5.45,5.32,5,0.94,0
6.83,5.38,5.24,5,0.95,0
6.74,5.37,5,5,1,0
6.67,5.24,4.94,5,1.01,0
6.62,5.26,4.65,4,0.86,0
6.65,5.2,4.53,4,0.88,0
6.56,5.27,4.1,4,0.98,0
6.58,5.33,4,4,1,0
6.92,5.31,2.83,3,1.06,0
7.15,5.37,1.74,2,1.15,0
6.78,5.47,5.05,5,0.99,0
6.65,5.36,5.79,6,1.04,0
6.5,5.1,4.43,4,0.9,0
6.51,5.21,4.07,4,0.98,0
6.52,5.25,3.85,4,1.04,0
6.96,5.1,1.25,2,1.6,0
7.05,5.03,1.88,2,1.06,0
6.7,5.28,5.04,6,1.19,0
6.64,5.26,3.95,6,1.52,0
6.49,5.06,6.48,6,0.93,0
6.39,4.94,4.11,3,0.73,0
6.38,5.02,4.51,2,0.44,0
6.48,5.08,5.79,5,0.86,0
6.88,4.79,2.27,3,1.32,0
7.08,4.2,2.51,1,0.4,0
6.58,4.92,5.83,6,1.03,0
6.28,4.29,5.16,5,0.97,0
6.64,4.6,4.03,3,0.74,0
7.01,4.55,3.2,2,0.63,2
6.03,3.41,4.48,4,0.89,0
6.07,3.96,3.42,3,0.88,0
6.53,4.13,3.85,6,1.56,0
6.61,4.6,3.04,2,0.66,2
7.8,5.13,1.99,4,2.01,0
7.83,5.16,2.04,2,0.98,1
8.21,4.76,2.98,2,0.67,0
8.37,4.82,2.83,2,0.71,0
8.52,4.8,2.81,1,0.36,0
8.65,4.73,2.75,2,0.73,0
8.78,4.67,2.71,2,0.74,0
8.89,4.8,2.92,1,0.34,0
9.05,4.6,2.81,2,0.71,0
9.24,4.5,2.61,1,0.38,0
9.31,4.01,4.67,1,0.21,0
9.35,4.56,0.9,1,1.11,0
9.37,4.46,0.7,1,1.43,0
9.41,4.77,0.8,1,1.25,0
9.47,0.47,0.1,1,10,0
9.5,0.93,0.9,1,1.11,0
9.53,1.38,0.9,1,1.11,0
11,3.87,2.5,5,2,0
10.94,4.22,2.48,20,8.06,0
10.94,4.5,1,2,2,0
10.67,4.53,3.36,1,0.3,0
10.96,4.33,0.1,0,0,0
12.02,4.41,0,0,0,2
11.81,4.7,2,35,17.5,19
8.54,3.29,4.69,140,29.85,0
9.78,4.19,3.94,140,35.53,0
9.56,4.38,3.93,130,33.08,0
9.37,5.31,2.65,80,30.19,0
9.8,5.67,4.02,120,29.85,0
7.79,4.07,4.12,118,28.64,0
8.92,4.05,4.18,115,27.51,0
8.74,4,4.68,110,23.5,0
9.19,5.77,4.56,110,24.12,0
8.56,4.07,4.22,112,26.54,0
8.69,5.11,4.13,110,26.63,0
8.31,3.89,3.54,105,29.66,0
8.04,3.25,4.02,107,26.62,0
8.32,4.99,4.31,105,24.36,0
7.86,3.09,4.44,105,23.65,0
7.72,2.99,2.66,72,27.07,0
7.44,2.86,2.15,42,19.53,0
8.98,3.04,3.23,12,3.72,0
7.93,3.11,3.14,68,21.66,0
9.04,2.84,3.18,4,1.26,0
7.33,3.01,4.35,72,16.55,0
8.67,2.91,3.86,8,2.07,0
6.67,2.98,6.82,70,10.26,0
7.24,3.09,4.11,5,1.22,0
7.03,2.97,1.25,5,4,0
6.94,2.95,4.91,5,1.02,0
8.6,6.12,4.46,6,1.35,0
9.15,2.71,3.03,6,1.98,0
7.19,4.29,5.24,10,1.91,0
8.37,3.86,4.63,8,1.73,0
8.56,3.8,4.57,7,1.53,0
8.62,3.35,4.02,6,1.49,0
8.22,3.99,3.25,6,1.85,0
8.7,3.63,3.32,7,2.11,0
8.72,3.04,3.06,6,1.96,0
8.72,3.02,3.58,10,2.79,0
7.53,4.71,4.16,12,2.88,0
7.31,4.07,4.52,13,2.88,0
8.97,4.7,4.11,11,2.68,0
7.44,3.78,5.93,28,4.72,0
7.1,2.86,3.53,10,2.83,0
7.73,4.72,3.21,8,2.49,0
6.84,2.94,2.57,8,3.11,0
6.61,2.63,2.55,9,3.53,0
6.59,3.12,3.21,12,3.74,0
6.45,3.13,3.18,12,3.77,0
7.97,2.36,0.46,2,4.35,0
6.4,3.05,3.91,14,3.58,0
6.3,3.05,3.82,15,3.93,0
6.11,2.69,2.39,10,4.18,0
6.08,2.96,2.51,12,4.78,0
6,3.06,3.37,14,4.15,0
5.84,2.67,2.82,12,4.26,0
5.88,3.18,3.41,14,4.11,0
5.79,3.15,3.37,14,4.15,0
5.71,3.06,4.61,14,3.04,0
5.67,3.1,3.41,13,3.81,0
5.62,3.06,3.41,11,3.23,0
5.6,3.25,3.05,8,2.62,0
5.66,3.6,3.55,5,1.41,0
5.62,3.53,3.65,5,1.37,0
5.64,3.54,4.01,5,1.25,0
5.62,3.57,3.72,7,1.88,0
5.5,3.27,3.82,7,1.83,0
5.47,3.18,4.02,7,1.74,0
5.52,3.34,3.62,6,1.66,0
5.41,3.15,3.52,6,1.7,0
5.36,3.1,3.12,5,1.6,0
5.38,3.21,3.01,5,1.66,0
5.32,3.19,3.55,5,1.41,0
5.39,3.28,3.22,5,1.55,0
5.27,3.04,3.42,5,1.46,0
5.24,3.16,3.49,5,1.43,0
5.18,3.26,3.53,5,1.42,0
5.15,3.02,3.66,5,1.37,0
6.21,4.78,1.01,6,5.94,0
5.76,4.86,1,6,6,0
5.93,5.08,3.01,7,2.33,0
5.4,5.19,1.6,6,3.75,0
6.43,5.52,1.1,5,4.55,0
6.91,5.51,0.48,2,4.17,0
5.97,3.05,5.03,10,1.99,0
5.46,2.67,6.37,9,1.41,0
5.26,2.45,5.48,8,1.46,0
5.18,2.39,5.08,7,1.38,0
5.21,2.7,4.85,9,1.86,0
5.29,3.38,4.66,8,1.72,0
5.15,3.01,4.95,9,1.82,0
5.11,3.02,3.73,5,1.34,0
5.21,3.39,3.18,4,1.26,0
5.097,3.1,3.68,6,1.63,0
5.02,2.8,4.02,6,1.49,0
5,2.9,4.03,5,1.24,0
5.03,3.11,3.91,4,1.02,0
5.01,3.17,3.82,4,1.05,0
4.96,2.91,4.16,6,1.44,0
4.98,3.13,4.12,5,1.21,0
4.97,3.11,4.02,5,1.24,0
4.97,3.13,4.06,5,1.23,0
4.93,3.15,4.01,6,1.5,0
4.92,3.04,4.11,5,1.22,0
4.9,2.87,4.12,5,1.21,0
4.91,3.1,4.16,5,1.2,0
4.86,3.1,4.19,5,1.19,0
4.9,3.17,4.15,5,1.2,0
5.38,4.53,2.95,2,0.68,0
5.03,3.31,3.85,5,1.3,0
